SOA_Record_ID,Product_ID,Product_Key,Model,Description,Starts,Ends,Window_Days,SOA,Original_Ends,Date_Correction_Flag
202,660,JBLT770NCWHT,JBLT770NCWHT,JBL Tune 770 OverEar Noise,05/02/2026,28/02/2026,24,27.84,28/02/2026,FALSE
203,662,JC151UK,JC151UK,NINJA COLD PRESS JUICER,23/01/2026,03/02/2026,12,21.25,03/02/2026,FALSE
204,668,K32006UK,K32006UK,Ninja Foodi StaySharp Knife Block,21/01/2026,27/01/2026,7,32.17,27/01/2026,FALSE
205,671,K62006EUWH,K62006EUWH,Ninja StaySharp 6-Piece Stainless,21/01/2026,27/01/2026,7,31.92,27/01/2026,FALSE
206,729,KT200UK,KT200UK,Ninja Black Perfect Temperature,18/02/2026,24/02/2026,7,14.17,24/02/2026,FALSE
207,730,KT201UK,KT201UK,Ninja St/Steel Kettle,21/01/2026,27/01/2026,7,14.17,27/01/2026,FALSE
208,769,MB5000,MB5000,Remmington Beard Trimmer,01/02/2026,28/02/2026,28,1.75,28/02/2026,FALSE
209,772,MC1101UK,MC1101UK,Ninja Foodi 8-mode 6L,18/02/2026,24/02/2026,7,14.17,24/02/2026,FALSE
210,774,MC28H5013AS/EU,MC28H5013AS/EU,Samsung Silver 28L Microwave,04/02/2026,24/02/2026,21,56,24/02/2026,FALSE
211,791,MR200,MR200,TPLINK WIRELESS 4G ROUTER,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
212,822,NC300UK,NC300UK,Ninja Ice Cream Maker,23/01/2026,03/02/2026,12,15,03/02/2026,FALSE
213,823,NC501UK,NC501UK,Ninja CREAMi Deluxe 10 in 1 Ice,18/02/2026,24/02/2026,7,37.5,24/02/2026,FALSE
214,824,NC701UK,NC701UK,Ninja CREAMi Swirl,23/01/2026,03/02/2026,12,37.5,03/02/2026,FALSE
215,827,NE3890,NE3890,Remington U51 Male Trimmer Kit,01/02/2026,28/02/2026,28,7.29,28/02/2026,FALSE
216,839,OL550UK,OL550UK,Ninja Foodi OneLid Multi-Cooker,21/01/2026,27/01/2026,7,51.67,27/01/2026,FALSE
217,840,OLED42C44LA.AE,OLED42C44LA.AE,"LG 42"" OLED TV",03/12/2025,27/01/2026,56,179.74,27/01/2026,FALSE
218,842,OLED42C54LA.AE,OLED42C54LA.AE,LG 42in C5 OLED TV,19/01/2026,27/01/2026,9,56.76,27/01/2026,FALSE
219,843,OLED48C44LA.AE,OLED48C44LA.AE,"LG 48"" OLED Television",03/12/2025,27/01/2026,56,205.54,27/01/2026,FALSE
220,844,OLED48C54LA.AE,OLED48C54LA.AE,LG 48in C5 OLED TV,19/01/2026,27/01/2026,9,85.14,27/01/2026,FALSE
221,845,OLED48G56LS.AE,OLED48G56LS.AE,"LG G5 48"" OLED evo AI 4K HDR",19/01/2026,27/01/2026,9,54.18,27/01/2026,FALSE
222,846,OLED55B42LA.AE,OLED55B42LA.AE,"LG 55"" OLED Smart TV",03/12/2025,27/01/2026,56,459.24,27/01/2026,FALSE
223,847,OLED55B46LA.AE,OLED55B46LA.AE,"OLED 55"" 4K OLED Smart TV",03/12/2025,27/01/2026,56,254.56,27/01/2026,FALSE
224,848,OLED55B56LA.AE,OLED55B56LA.AE,LG 55in B5 OLED TV,19/01/2026,27/01/2026,9,172,27/01/2026,FALSE
225,850,OLED55C44LA.AE,OLED55C44LA.AE,"LG 55"" OLED Television",03/12/2025,27/01/2026,56,303.58,27/01/2026,FALSE
226,852,OLED55C54LA.AE,OLED55C54LA.AE,LG 55in C5 OLED TV,19/01/2026,27/01/2026,9,113.52,27/01/2026,FALSE
227,854,OLED55G45LW.AE,OLED55G45LW.AE,"LG 55"" OLED Television",03/12/2025,27/01/2026,56,315.62,27/01/2026,FALSE
228,855,OLED55G46LS.AE,OLED55G46LS.AE,"LG 55"" Gallery TV Stand",03/12/2025,27/01/2026,56,315.62,27/01/2026,FALSE
229,857,OLED55G54LW.AE,OLED55G54LW.AE,LG 55in G5 OLED TV,14/01/2026,27/01/2026,14,163.4,27/01/2026,FALSE
230,859,OLED55G56LS.AE,OLED55G56LS.AE,LG 55in G5 OLED TV,14/01/2026,27/01/2026,14,163.4,27/01/2026,FALSE
231,860,OLED65B42LA.AE,OLED65B42LA.AE,"LG 65"" OLED Television",03/12/2025,27/01/2026,56,624.36,27/01/2026,FALSE
232,861,OLED65B46LA.AE,OLED65B46LA.AE,"LG 65"" OLED TV",03/12/2025,27/01/2026,56,516,27/01/2026,FALSE
233,862,OLED65B56LA.AE,OLED65B56LA.AE,LG 65in B5 OLED TV,19/01/2026,27/01/2026,9,86,27/01/2026,FALSE
234,865,OLED65C44LA.AE,OLED65C44LA.AE,"LG 65"" OLED Television",03/12/2025,27/01/2026,56,331.96,27/01/2026,FALSE
235,867,OLED65C54LA.AE,OLED65C54LA.AE,LG 65in C5 OLED TV,19/01/2026,27/01/2026,9,112.66,27/01/2026,FALSE
236,868,OLED65G45LW.AE,OLED65G45LW.AE,"LG 65"" OLED Television",03/12/2025,27/01/2026,56,365.5,27/01/2026,FALSE
237,869,OLED65G46LS.AE,OLED65G46LS.AE,"LG 65"" OLED evo AI G4 4K Smart",03/12/2025,27/01/2026,56,365.5,27/01/2026,FALSE
238,871,OLED65G54LW.AE,OLED65G54LW.AE,LG 65in G5 OLED TV,19/01/2026,27/01/2026,9,109.22,27/01/2026,FALSE
239,872,OLED65G56LS.AE,OLED65G56LS.AE,LG 65in G5 OLED TV,19/01/2026,27/01/2026,9,109.22,27/01/2026,FALSE
240,873,OLED77B42LA.AE,OLED77B42LA.AE,"LG 77"" OLED B4 Smart TV",03/12/2025,27/01/2026,56,866.88,27/01/2026,FALSE
241,874,OLED77B46LA.AE,OLED77B46LA.AE,"LG 77"" OLED TV",03/12/2025,27/01/2026,56,355.18,27/01/2026,FALSE
242,875,OLED77C44LA.AE,OLED77C44LA.AE,"LG 77"" OLED Television",03/12/2025,27/01/2026,56,384.42,27/01/2026,FALSE
243,876,OLED77C54LA.AE,OLED77C54LA.AE,LG 77in C5 OLED TV,14/01/2026,27/01/2026,14,39.56,27/01/2026,FALSE
244,877,OLED77G45LW.AE,OLED77G45LW.AE,"LG 75"" G4 OLED 4K Smart TV",03/12/2025,27/01/2026,56,328.52,27/01/2026,FALSE
245,879,OLED83C44LA.AE,OLED83C44LA.AE,"LG 83"" OLED Television",03/12/2025,27/01/2026,56,918.48,27/01/2026,FALSE
246,880,OLED83C54LA.AE,OLED83C54LA.AE,LG 83in C5 OLED TV,19/01/2026,27/01/2026,9,396.46,27/01/2026,FALSE
247,881,OLED83G45LW.AE,OLED83G45LW.AE,"LG OLED 83"" G45 TV",03/12/2025,27/01/2026,56,614.04,27/01/2026,FALSE
248,882,OLED83G54LW.AE,OLED83G54LW.AE,"LG 83"" G5 OLED",19/01/2026,27/01/2026,9,272.62,27/01/2026,FALSE
249,943,PG6020,PG6020,Remington All In One Groming Kit,01/02/2026,28/02/2026,28,6.32,28/02/2026,FALSE
250,953,PR1855,PR1855,Remington 5100 Virtually,01/02/2026,28/02/2026,28,23.33,28/02/2026,FALSE
251,956,PX200UK,PX200UK,Shark Stain Striker & Spot,21/01/2026,27/01/2026,7,17.71,27/01/2026,FALSE
252,957,PX250UKT,PX250UKT,Shark StainStriker HairPro Pet,18/02/2026,24/02/2026,7,14.17,24/02/2026,FALSE
253,958,QB3001UKS,QB3001UKS,Ninja 700W Nutri Slim Blender &,18/02/2026,24/02/2026,7,20.5,24/02/2026,FALSE
254,959,QE100QN80FUXX,QE100QN80FUXX,"Samsung 100"" 4K Neo QLED",03/02/2026,03/03/2026,29,163.4,03/03/2026,FALSE
255,960,QE32LS03CBUXXU,QE32LS03CBUXXU,"Samsung 32"" Frame TV",03/02/2026,03/03/2026,29,6.02,03/03/2026,FALSE
256,961,QE42S90FAEXXU,QE42S90FAEXXU,Samsung 42 in Smart Television,03/02/2026,03/03/2026,29,34.4,03/03/2026,FALSE
257,964,QE43Q7FAAUXXU,QE43Q7FAAUXXU,"Samsung 43"" QLED Smart",03/02/2026,03/03/2026,29,40.42,03/03/2026,FALSE
258,965,QE43QN90FATXX,QE43QN90FATXX,"Samsung 43"" Neo QLED Smart AI",03/02/2026,03/03/2026,29,26.66,03/03/2026,FALSE
259,966,QE48S90FAEXXU,QE48S90FAEXXU,"Samsung 48"" OLED 4K Smart AI",03/02/2026,03/03/2026,29,11.18,03/03/2026,FALSE
260,969,QE50Q7FAAUXXU,QE50Q7FAAUXXU,"Samsung 50"" QLED Smart",03/02/2026,03/03/2026,29,39.56,03/03/2026,FALSE
261,971,QE50QEF1AUXXU,QE50QEF1AUXXU,"Samsung 50"" QLED Smart",03/02/2026,03/03/2026,29,67.08,03/03/2026,FALSE
262,972,QE50QN90FATXX,QE50QN90FATXX,"Samsung 50"" Neo QLED 4K",03/02/2026,03/03/2026,29,24.08,03/03/2026,FALSE
263,974,QE55Q7F5AUXXU,QE55Q7F5AUXXU,"Samsung 55"" QLED Television",03/02/2026,03/03/2026,29,36.98,03/03/2026,FALSE
264,976,QE55QEF1AUXXU,QE55QEF1AUXXU,"Samsung 55"" QLED Smart",03/02/2026,03/03/2026,29,76.54,03/03/2026,FALSE
265,979,QE55QN90FATXX,QE55QN90FATXX,"Samsung 55"" Neo QLED 4K",03/02/2026,03/03/2026,29,73.1,03/03/2026,FALSE
266,982,QE55S90FAEXXU,QE55S90FAEXXU,"Samsung 55"" OLED 4K Smart AI",03/02/2026,03/03/2026,29,40.42,03/03/2026,FALSE
267,983,QE55S95FATXXU,QE55S95FATXXU,"Samsung 55"" OLED 4K Smart AI",03/02/2026,03/03/2026,29,134.16,03/03/2026,FALSE
268,984,QE65Q7F5AUXXU,QE65Q7F5AUXXU,"Samsung 65"" QLED Smart",03/02/2026,03/03/2026,29,55.9,03/03/2026,FALSE
269,985,QE65QEF1AUXXU,QE65QEF1AUXXU,"Samsung 65"" QLED Television",03/02/2026,03/03/2026,29,156.52,03/03/2026,FALSE
270,987,QE65QN90FATXX,QE65QN90FATXX,"Samsung 65"" Neo QLED 4K",03/02/2026,03/03/2026,29,113.52,03/03/2026,FALSE
271,989,QE65S85FAEXXU,QE65S85FAEXXU,"Samsung 65"" OLED 4K Smart TV",03/02/2026,03/03/2026,29,59.34,03/03/2026,FALSE
272,990,QE65S90FATXXU,QE65S90FATXXU,"Samsung 65"" OLED 4K Smart AI",03/02/2026,03/03/2026,29,65.36,03/03/2026,FALSE
273,991,QE65S95FATXXU,QE65S95FATXXU,"Samsung 65"" OLED 4K Smart AI",03/02/2026,03/03/2026,29,151.36,03/03/2026,FALSE
274,992,QE75Q7F5AUXXU,QE75Q7F5AUXXU,"Samsung 75"" QLED Smart",03/02/2026,03/03/2026,29,45.58,03/03/2026,FALSE
275,993,QE75QEF1AUXXU,QE75QEF1AUXXU,"Samsung 75"" QLED Smart",03/02/2026,03/03/2026,29,233.92,03/03/2026,FALSE
276,994,QE75QN90FATXX,QE75QN90FATXX,"Samsung 75"" Neo QLED 4K",03/02/2026,03/03/2026,29,85.14,03/03/2026,FALSE
277,995,QE77S95FATXXU,QE77S95FATXXU,Samsung 4K HDR OLED Smart,03/02/2026,03/03/2026,29,133.3,03/03/2026,FALSE
278,996,QE85Q7FAAUXXU,QE85Q7FAAUXXU,Samsung QLED 4K Vision AI,03/02/2026,03/03/2026,29,53.32,03/03/2026,FALSE
279,1000,RB34C600EBN/EU,RB34C600EBN/EU,Samsung 1.85 Combi F/F Black,11/02/2026,28/02/2026,18,60.2,28/02/2026,FALSE
280,1002,RB34C600ESA/EU,RB34C600ESA/EU,Samsung 1.85 Combi F/F St/St,01/02/2026,28/02/2026,28,107.5,28/02/2026,FALSE
281,1009,RF48A401EB4/EU,RF48A401EB4/EU,Samsung Matt Black Non,11/02/2026,28/02/2026,18,129,28/02/2026,FALSE
282,1010,RF48A401EM9/EU,RF48A401EM9/EU,Samsung French Style USA Matt,11/02/2026,10/03/2026,28,129,10/03/2026,FALSE
283,1016,RF65DG9H0EB1/E,RF65DG9H0EB1/E,Samsung Black Family Hub USA,11/02/2026,28/02/2026,18,638.98,28/02/2026,FALSE
284,1017,RF65DG9H0ESR/E,RF65DG9H0ESR/E,Samsung Family Hub USA Fridge,11/02/2026,28/02/2026,18,638.98,28/02/2026,FALSE
285,1035,RS57DG400EM9E,RS57DG400EM9E,Samsung Silver Series 6 USA,11/02/2026,03/03/2026,21,206.4,03/03/2026,FALSE
286,1038,RS70F64KEFEU,RS70F64KEFEU,Samsung Black St/St USA FF,11/02/2026,03/03/2026,21,307.02,03/03/2026,FALSE
287,1040,RS70F64KETEU,RS70F64KETEU,Samsung USA Fridge Freezer,11/02/2026,03/03/2026,21,307.02,03/03/2026,FALSE
288,1042,RS70F66KCFEU,RS70F66KCFEU,Samsung Black USA Fridge,11/02/2026,28/02/2026,18,173.72,28/02/2026,FALSE
289,1043,RS70F66KCTEU,RS70F66KCTEU,Samsung Silver USA Fridge,11/02/2026,28/02/2026,18,173.72,28/02/2026,FALSE
290,1044,RS90F64EEFEU,RS90F64EEFEU,Samsung 1780 x 912 Black St/St,11/02/2026,28/02/2026,18,233.92,28/02/2026,FALSE
291,1045,RS90F66BEFEU,RS90F66BEFEU,Samsung Black Family Hob USA,11/02/2026,28/02/2026,18,190.92,28/02/2026,FALSE
292,1046,RS90F66BETEU,RS90F66BETEU,Samsung Silver AI Family Hub,11/02/2026,28/02/2026,18,190.92,28/02/2026,FALSE
293,1047,RV2620WAUK,RV2620WAUK,Shark Matrix Plus 2 in 1 2DC Self,18/02/2026,24/02/2026,7,141.67,24/02/2026,FALSE
294,1048,RV2620WDUK,RV2620WDUK,Shark Matrix Plus 2 in 1 Standard,21/01/2026,27/01/2026,7,114.67,27/01/2026,FALSE
295,1049,S1000UK,S1000UK,Shark Pro Steam Mop,11/02/2026,17/02/2026,7,14.17,17/02/2026,FALSE
296,1053,S6001UK,S6001UK,Shark Kick N Flip Steam Pocket,21/01/2026,27/01/2026,7,33.42,27/01/2026,FALSE
297,1055,S6005UK,S6005UK,Shark Floor & Handheld Steam,18/02/2026,24/02/2026,7,21.25,24/02/2026,FALSE
298,1056,S8201UK,S8201UK,Shark Steam & Scrub Automatic,11/02/2026,17/02/2026,7,14.17,17/02/2026,FALSE
299,1059,S8930U51,S8930U51,Remington AIRvive Slim,01/02/2026,28/02/2026,28,20.83,28/02/2026,FALSE
300,1061,SBL620SIL4GUK1,SBL620SIL4GUK1,Sage Fresh & Furious Blender,24/12/2025,27/01/2026,35,4.5,27/01/2026,FALSE
301,1062,SCA800ALM0ZEU1,SCA800ALM0ZEU1,the InFizz™ Fusion - Almond,26/11/2025,27/01/2026,63,5.8,27/01/2026,FALSE
302,1063,SCA800BSS0ZEU1,SCA800BSS0ZEU1,Sage the InFizz Fusion St/St,26/11/2025,27/01/2026,63,5.8,27/01/2026,FALSE
303,1064,SCA800BTR0ZEU1,SCA800BTR0ZEU1,Sage the InFizz Fusion Black,26/11/2025,27/01/2026,63,5.8,27/01/2026,FALSE
304,1065,SCA800DBL0ZEU1,SCA800DBL0ZEU1,Sage the InFizz Fusion Damson,26/11/2025,27/01/2026,63,5.8,27/01/2026,FALSE
305,1067,SCA800NRE0ZEU1,SCA800NRE0ZEU1,Sage Noir The InFizz Sparkling,26/11/2025,27/01/2026,63,5.8,27/01/2026,FALSE
306,1068,SCA800SST0ZEU1,SCA800SST0ZEU1,Sage the InFizz Fusion Sea Salt,26/11/2025,27/01/2026,63,5.8,27/01/2026,FALSE
307,1069,SD200UK,SD200UK,Shark SteamPickUp Hard Floor,18/02/2026,24/02/2026,7,14.17,24/02/2026,FALSE
308,1079,SES876ALM4GUK1,SES876ALM4GUK1,The Barista Express Impress,28/01/2026,03/03/2026,35,18,03/03/2026,FALSE
309,1081,SES876BSS4GUK1,SES876BSS4GUK1,Sage Barista Express Impress,28/01/2026,03/03/2026,35,18,03/03/2026,FALSE
310,1083,SES876DBL4GUK1,SES876DBL4GUK1,Sage Barista Express Impress,28/01/2026,03/03/2026,35,18,03/03/2026,FALSE
311,1084,SES876RVC4GUK1,SES876RVC4GUK1,Sage Red Barista Express,28/01/2026,03/03/2026,35,18,03/03/2026,FALSE
312,1085,SES876SST4GUK1,SES876SST4GUK1,Sage Barista Express Impress,28/01/2026,03/03/2026,35,18,03/03/2026,FALSE
313,1087,SES878BSS4GEU1,SES878BSS4GEU1,"Sage Coffee Machine""The Barista",24/12/2025,27/01/2026,35,35,27/01/2026,FALSE
314,1089,SES881ALM4GUK1,SES881ALM4GUK1,The Barista Touch Impress,24/12/2025,27/01/2026,35,55,27/01/2026,FALSE
315,1091,SES881BSS4GUK1,SES881BSS4GUK1,Sage Barista Touch Impress,24/12/2025,27/01/2026,35,55,27/01/2026,FALSE
316,1093,SES882BSS4GUK1,SES882BSS4GUK1,The Barista Touch Impress St/St,26/11/2025,27/01/2026,63,55,27/01/2026,FALSE
317,1095,SES995BSS4GUK1,SES995BSS4GUK1,SAGE ORACLE DUAL BOILER,24/12/2025,27/01/2026,35,62.5,27/01/2026,FALSE
318,1097,SFP638ALM4GUK1,SFP638ALM4GUK1,The Paradice 9 Almond Nougat,28/01/2026,03/03/2026,35,12.5,03/03/2026,FALSE
319,1099,SFP700UK,SFP700UK,"Ninja Combi 12-In-1 Multi-Cooker,",18/02/2026,24/02/2026,7,21.25,24/02/2026,FALSE
320,1109,SJB815BSS2GUK1,SJB815BSS2GUK1,Sage Bluicer Pro,24/12/2025,27/01/2026,35,17,27/01/2026,FALSE
321,1110,SJE530BSS4GUK1,SJE530BSS4GUK1,Sage Nutri Juicer Cold Plus,28/01/2026,03/03/2026,35,12.5,03/03/2026,FALSE
322,1112,SKC01BLM,SKC01BLM,Smeg Black Soda Maker,24/12/2025,03/02/2026,42,12.5,03/02/2026,FALSE
323,1113,SKC01EGM,SKC01EGM,Smeg Emerald Green Soda Maker,24/12/2025,03/02/2026,42,12.5,03/02/2026,FALSE
324,1114,SKC01SBM,SKC01SBM,Smeg Storm Blue Soda Maker,24/12/2025,03/02/2026,42,12.5,03/02/2026,FALSE
325,1115,SKC01WHM,SKC01WHM,Smeg Soda Maker,24/12/2025,03/02/2026,42,12.5,03/02/2026,FALSE
326,1119,SL300UK,SL300UK,Ninja Double Stack 2 Drawer Air,23/01/2026,03/02/2026,12,21.25,03/02/2026,FALSE
327,1120,SL400UK,SL400UK,Ninja Double Stacked Air Fryer,18/02/2026,24/02/2026,7,22.58,24/02/2026,FALSE
328,1125,SM-A266BZKCEUB,SM-A266BZKCEUB,Galaxy A26 5G 256GB Black,21/01/2026,17/02/2026,28,30.75,17/02/2026,FALSE
329,1130,SM-X130NZAAEUB,SM-X130NZAAEUB,Samsung Galaxy Tab A11 64GB,04/02/2026,24/02/2026,21,24.46,24/02/2026,FALSE
330,1131,SM-X130NZSAEUB,SM-X130NZSAEUB,Samsung Galaxy Tab A11 64GB,04/02/2026,24/02/2026,21,24.46,24/02/2026,FALSE
331,1132,SM-X210NZAAEUB,SM-X210NZAAEUB,Galaxy Tab A9+ GRAY WIFI,12/02/2026,04/03/2026,21,34.87,04/03/2025,TRUE
332,1135,SMO870BSS4GEU,SMO870BSS4GEU,Sage Combi Wave 3 in 1,28/01/2026,03/03/2026,35,10,03/03/2026,FALSE
333,1151,SOV860BSS4GUK1,SOV860BSS4GUK1,Sage Smart Oven/Air Fryer,24/12/2025,27/01/2026,35,6.25,27/01/2026,FALSE
334,1152,SP-LFF3CLAXXXU,SP-LFF3CLAXXXU,Samsung The Freestyle Projector,03/02/2026,03/03/2026,29,84.28,03/03/2026,FALSE
335,1154,SPR680BSS2GUK1,SPR680BSS2GUK1,Sage Slow Cooker,24/12/2025,27/01/2026,35,6.25,27/01/2026,FALSE
336,1156,ST200UK,ST200UK,Ninja Foodi 3 in 1 Toaster &,18/02/2026,24/02/2026,7,14.17,24/02/2026,FALSE
337,1157,ST202UK,ST202UK,Ninja Foodi 3 in 1,23/01/2026,03/02/2026,12,14.17,03/02/2026,FALSE
338,1179,TAPOC100,TAPOC100,Tapo Home Security Wifi Camera,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
339,1180,TAPOC200,TAPOC200,Tapo Pan/Tilt Home Security Wifi,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
340,1181,TAPOC310,TAPOC310,Tapo Outdoor Smart Security,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
341,1182,TAPOC320WS,TAPOC320WS,Outdoor Security Wi-Fi Camera,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
342,1183,TAPOC410,TAPOC410,Smart Wire-Free Indoor/Outdoor,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
343,1184,TAPOC425,TAPOC425,Smart Wire-Free Security Camera,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
344,1185,TAPOC425KIT,TAPOC425KIT,TP Link Solar-Powered Security,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
345,1186,TAPOC460,TAPOC460,TapoC460 Battery Pwr Outdoor,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
346,1187,TAPOC460KIT,TAPOC460KIT,TapoC460 Solar Pwr Outdoor,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
347,1188,TAPOC500,TAPOC500,Tapo Outdoor Pan/Tilt Security,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
348,1190,TAPOD210,TAPOD210,Smart Video Doorbell Camera,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
349,1191,TAPOL510B,TAPOL510B,Tapo Smart Wifi Dimmable,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
350,1192,TAPOL510E,TAPOL510E,Tapo Smart Wifi Dimmable,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
351,1193,TAPOL530B,TAPOL530B,Tapo Smart WiFi Multicolur,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
352,1194,TAPOL530E,TAPOL530E,Tapo Smart WiFi Multicolur Screw,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
353,1195,TAPOL9205,TAPOL9205,"Tapo Smart Light Strip,",04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
354,1200,TAPOT110,TAPOT110,Tapo Smart Contact Sensor,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
355,1201,TB201UK,TB201UK,Ninja Detect Power Blender Pro,11/02/2026,17/02/2026,7,25.83,17/02/2026,FALSE
356,1202,TB301UK,TB301UK,Ninja Detect Duo Power Blender,18/02/2026,24/02/2026,7,31.67,24/02/2026,FALSE
357,1203,TB401UK,TB401UK,Ninja Detect Power Blender &,18/02/2026,24/02/2026,7,30.92,24/02/2026,FALSE
358,1217,TH200UK,TH200UK,Shark TurboBlade Cool & Heat,11/02/2026,17/02/2026,7,64.58,17/02/2026,FALSE
359,1249,UB500,UB500,TP Link Bluetooth 5.0 USB,04/02/2026,28/02/2026,25,0.58,28/02/2026,FALSE
360,1252,UE32F6000FKXXU,UE32F6000FKXXU,"Samsung 32"" Smart Television",03/02/2026,03/03/2026,29,24.08,03/03/2026,FALSE
361,1255,UE43U7000FKXXU,UE43U7000FKXXU,Samsung 43 in 4K Smart TV,03/02/2026,03/03/2026,29,9.46,03/03/2026,FALSE
362,1257,UE43U8000FKXXU,UE43U8000FKXXU,"Samsung 43"" UHD Smart",03/02/2026,03/03/2026,29,4.3,03/03/2026,FALSE
363,1258,UE50U7000FKXXU,UE50U7000FKXXU,Samsung 50 in Smart Television,03/02/2026,03/03/2026,29,30.1,03/03/2026,FALSE
364,1263,UE55U7000FKXXU,UE55U7000FKXXU,Samsung 55 in Smart Television,03/02/2026,03/03/2026,29,61.92,03/03/2026,FALSE
365,1265,UE55U8000FKXXU,UE55U8000FKXXU,"Samsung 55"" UHD Smart",03/02/2026,03/03/2026,29,31.82,03/03/2026,FALSE
366,1266,UE65U7000FKXXU,UE65U7000FKXXU,Samsung 65 in Smart Television,03/02/2026,03/03/2026,29,59.34,03/03/2026,FALSE
367,1268,UE65U8000FKXXU,UE65U8000FKXXU,"Samsung 65"" UHD Smart",03/02/2026,03/03/2026,29,41.28,03/03/2026,FALSE
368,1269,UE75U7000FKXXU,UE75U7000FKXXU,Samsung 75 in Smart Television,03/02/2026,03/03/2026,29,55.9,03/03/2026,FALSE
369,1270,UE75U8000FKXXU,UE75U8000FKXXU,"Samsung 75"" UHD Smart",03/02/2026,03/03/2026,29,83.42,03/03/2026,FALSE
370,1271,UE85U7000FKXXU,UE85U7000FKXXU,Samsung 85 in Smart Television,03/02/2026,03/03/2026,29,220.16,03/03/2026,FALSE
371,1272,UE85U8000FKXXU,UE85U8000FKXXU,"Samsung 85"" UHD Smart",03/02/2026,03/03/2026,29,162.54,03/03/2026,FALSE
372,1303,WA850RE,WA850RE,300Mbps Wall-plug Wireless N,04/02/2026,28/02/2026,25,0.43,28/02/2026,FALSE
373,1309,WD110UK,WD110UK,Shark HydroVac Corded Hard,18/02/2026,24/02/2026,7,35.42,24/02/2026,FALSE
374,1310,WD210UK,WD210UK,Shark HydroVac Cordless Wet &,21/01/2026,27/01/2026,7,50.42,27/01/2026,FALSE
375,1311,WD80TA046BX/EU,WD80TA046BX/EU,Samsung 8kg Washer Dryer,01/02/2026,28/02/2026,28,124.7,28/02/2026,FALSE
376,1312,WD90DG5G34BBE,WD90DG5G34BBE,Samsung Series 5 9kg/5kg,01/02/2026,28/02/2026,28,56.76,28/02/2026,FALSE
377,1313,WDF4840,WDF4840,Remington Cordless Lady Shaver,01/02/2026,28/02/2026,28,7.76,28/02/2026,FALSE
378,1321,WF-2930DWF,WF-2930DWF,Epson WF-2930DWF WorkForce,16/02/2026,28/02/2026,13,2.8,28/02/2026,FALSE
379,1322,WF-7830DTWF,WF-7830DTWF,Epson C11CH68401 Workforce,16/02/2026,28/02/2026,13,5.59,28/02/2026,FALSE
380,1323,WF1000XM5BCE7,WF1000XM5BCE7,SONY BLACK XM5 IN EAR,16/02/2026,27/02/2026,12,14.19,27/02/2026,FALSE
381,1324,WF90F09C4SU1,WF90F09C4SU1,Samsung Series 9 9kg Washing,11/02/2026,28/02/2026,18,34.4,28/02/2026,FALSE
382,1325,WFC510BCE7,WFC510BCE7,"Sony White ear buds, IPX4, 9",16/02/2026,27/02/2026,12,1.29,27/02/2026,FALSE
383,1328,WFC510WCE7,WFC510WCE7,"Sony White ear buds, IPX4, 10",16/02/2026,27/02/2026,12,1.29,27/02/2026,FALSE
384,1330,WFC710NWCE7,WFC710NWCE7,"Sony White In ear buds, Active",16/02/2026,27/02/2026,12,1.81,27/02/2026,FALSE
385,1345,WH1000XM5BCE7,WH1000XM5BCE7,Sony Black Mark 5 Heaphones,16/02/2026,27/02/2026,12,6.02,27/02/2026,FALSE
386,1347,WH1000XM5SCE7,WH1000XM5SCE7,Sony Silver Mark 5 Headphones,16/02/2026,27/02/2026,12,6.02,27/02/2026,FALSE
387,1350,WHCH520BCE7,WHCH520BCE7,Sony Over Ear Headphones Black,16/02/2026,27/02/2026,12,0.86,27/02/2026,FALSE
388,1351,WHCH520CCE7,WHCH520CCE7,Sony Over Ear Headphones,16/02/2026,27/02/2026,12,0.86,27/02/2026,FALSE
389,1352,WHCH520LCE7,WHCH520LCE7,Sony Over Ear Headphones Blue,16/02/2026,27/02/2026,12,0.86,27/02/2026,FALSE
390,1354,WHCH520PCE7,WHCH520PCE7,Sony Pink Bluetooth v5.2 10mt,16/02/2026,27/02/2026,12,0.86,27/02/2026,FALSE
391,1355,WHCH520WCE7,WHCH520WCE7,Sony Over Ear Headphones White,16/02/2026,27/02/2026,12,0.86,27/02/2026,FALSE
