Sales_Record_ID,Product_ID,Product_Key,Source_Month,Category,Stock Code,Description,Record_Type,Level,Sold Period,Transaction_Status,Unit Cost,Unit Price,Cost Sales,Sales Value,Profit,Profit %,Cost_Sales_Reconciliation_Flag
127,1326,WFC510BCE7SONY,Nov,HEADPHONES,WFC510BCE7Sony,"White ear buds, IPX4, 9",PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,31.21,0.49,31.21,33.33,2.12,6.36,MATCH
128,1327,WFC510WCE,Nov,HEADPHONES,WFC510WCE,"Sony White ear buds, IPX4, 10",PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,31.21,0.49,31.21,33.33,2.12,6.36,MATCH
129,777,MFHP4ZM/A,Nov,HEADPHONES,MFHP4ZM/A,Apple Airpods Pro 3,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,158.43,214.49,158.43,182.5,24.07,13.19,MATCH
130,1417,WWR15,Nov,HEATING,WWR15,Winterwarm 1.5KW Heater,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,31.9,59.49,31.9,40.83,8.93,21.87,MATCH
131,580,HFX30C18.IW,Nov,HEATING,HFX30C18.IW,DELONGHI CAPSULE HEATER,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,25.91,50.99,25.91,37.5,11.59,30.91,MATCH
132,1237,TRNS0505M,Nov,HEATING,TRNS0505M,"DELONGHI 0.5KW ""BAMBINO""FOR",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,36.28,54.49,36.28,57.5,21.22,36.9,MATCH
133,343,CLB20E,Nov,HEATING,CLB20E,Dimplex Club Stove OptiFlame Log,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,114.4,339.99,114.4,165.83,51.43,31.01,MATCH
134,579,HFS30C24.DGDELONGHI,Nov,HEATING,HFS30C24.DGDELONGHI,2.4 FAN HEATER,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,28.7,50.99,28.7,35.24,6.54,18.56,MATCH
135,372,DEUF2N,Nov,HEATING,DEUF2N,Dimplex 2kW Upright Fan Heater,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,21.26,33.99,21.26,27.5,6.24,22.69,MATCH
136,293,BCH60T,Nov,HOBS,BCH60T,BELLING 4 RING CERAMIC HOB,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,127.5,229.49,127.5,182.5,55.0,30.14,MATCH
137,946,PKE611CA3E,Nov,HOBS,PKE611CA3E,*Bosch 60cm Serie 2 Ceramic Hob,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,188.7,340.49,188.7,154.17,-34.53,-22.4,MATCH
138,1102,SI2641D,Nov,HOBS,SI2641D,Smeg 60cm 7.2kW Induction Hob,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,350.57,539.0,192.94,290.83,97.89,33.66,SOURCE_ADJUSTMENT
139,1164,T16NBE1L,Nov,HOBS,T16NBE1L,Neff N50 60cm Hob,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,285.99,429.49,285.99,207.5,-78.49,-37.83,MATCH
140,1174,T58FHW1L0,Nov,HOBS,T58FHW1L0,Neff N70 80cm Induction Hob,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,476.85,730.49,476.85,624.17,147.32,23.6,MATCH
141,743,LIB60420C,Nov,HOBS,LIB60420C,Electrolux 60cm Induction Hob,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,210.56,369.99,210.56,257.5,46.94,18.23,MATCH
142,711,KM7361FL,Nov,HOBS,KM7361FL,Miele (12409510) 60cm Induction,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,477.66,815.49,477.66,532.5,54.84,10.3,MATCH
143,760,LRR6436,Nov,HOBS,LRR6436,Electrolux 60cm Ceramic Touch,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,170.73,299.99,170.73,207.5,36.77,17.72,MATCH
144,1160,SUBM1UK1BLSONOS,Nov,HOME CINEMA,SUBM1UK1BLSonos,Sub Mini Black,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,251.73,424.49,251.73,357.5,105.77,29.59,MATCH
145,601,HW-Q600C/XUSAMSUNG,Nov,HOME CINEMA,HW-Q600C/XUSamsung,Q600c 3.1.2ch Soundbar,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,377.25,594.49,377.25,124.99,-252.26,-201.82,MATCH
146,603,HW-S800D/XUSAMSUNG,Nov,HOME CINEMA,HW-S800D/XUSAMSUNG,S800D 3.1.2CH WITH 10,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,484.65,764.49,484.65,440.83,-43.82,-9.94,MATCH
147,1279,US60TR.AGB,Nov,HOME CINEMA,US60TR.AGB,LG 5.1 Channel Home Cinema,PRODUCT,-2,1,POSITIVE_SALES_ACTIVITY,220.68,434.13,220.68,132.5,-88.18,-66.55,MATCH
148,668,K32006UK,Nov,HOUSEHOLD,K32006UK,Ninja Foodi StaySharp Knife Block,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,121.72,190.49,243.44,215.0,-28.44,-13.23,MATCH
149,112,3950434,Nov,HOUSEHOLD,3950434,Berghoff Omelette Pan 25cm,PRODUCT,4,2,POSITIVE_SALES_ACTIVITY,11.07,28.99,22.14,44.79,22.65,50.57,MATCH
150,319,C13T10G1401EPSON,Nov,INK,C13T10G1401Epson,SEPS1519 (604) Black,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,10.85,16.49,10.85,15.83,4.98,31.46,MATCH
151,615,INSTALLATIO,Nov,INSTALLATION,INSTALLATIO,INSTALLATION FEE,PRODUCT,-53,7,POSITIVE_SALES_ACTIVITY,0.01,125.49,0.07,308.33,308.26,99.98,MATCH
152,360,D2IHL326,Nov,INT DISHWASHERS,D2IHL326,Indesit Integrated Dishwasher,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,230.35,280.49,230.35,216.66,-13.69,-6.32,MATCH
153,1144,SMV6ZCX10GBOSCH,Nov,INT DISHWASHERS,SMV6ZCX10GBosch,NEW Series 6 Integrated,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,360.83,747.49,360.83,499.17,138.34,27.71,MATCH
154,1149,SN95YX02CG,Nov,INT DISHWASHERS,SN95YX02CG,Siemens IQ500 Integrated,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,612.0,993.99,612.0,795.83,183.83,23.1,MATCH
155,1051,S187ZCX03G,Nov,INT DISHWASHERS,S187ZCX03G,Neff N70 Integrated Dishwasher,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,483.84,738.99,483.84,607.5,123.66,20.36,MATCH
156,381,DI362DQ,Nov,INT DISHWASHERS,DI362DQ,Smeg Integrated Dishwasher New,PRODUCT,2,2,POSITIVE_SALES_ACTIVITY,344.06,529.0,674.8,656.67,-18.13,-2.76,SOURCE_ADJUSTMENT
157,1050,S155HVX00G,Nov,INT DISHWASHERS,S155HVX00G,Neff N50 Integrated Dishwasher,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,432.0,669.0,450.72,415.83,-34.89,-8.39,SOURCE_ADJUSTMENT
158,521,G7650SCVI,Nov,INT DISHWASHERS,G7650SCVI,Miele 12423970 Integrated,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,1055.99,1759.0,1055.99,1082.5,26.51,2.45,MATCH
159,511,FSE76747P,Nov,INT DISHWASHERS,FSE76747P,AEG Integrated Glasscare,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,503.1,773.49,503.1,599.17,96.07,16.03,MATCH
160,524,GIN81VEE0G,Nov,INT FREEZERS,GIN81VEE0G,Bosch Built in Freezer,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,614.55,934.49,614.55,766.67,152.12,19.84,MATCH
161,255,AFB18432,Nov,INT FREEZERS,AFB18432,Whirlpool Integrated Tall Freezer,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,489.47,747.49,489.47,574.17,84.7,14.75,MATCH
162,522,GI7812EE0G,Nov,INT FREEZERS,GI7812EE0G,Neff N50 No Frost Integrated Freezer,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,687.62,1019.49,687.62,825.0,137.38,16.65,MATCH
163,1107,SIFNDI5188,Nov,INT FREEZERS,SIFNDI5188,Liebherr Int Freezer with Ice Maker,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1415.25,2379.49,1415.25,1329.17,-86.08,-6.48,MATCH
164,758,LNT6NE18S,Nov,INT FRIDGE FREEZERS,LNT6NE18S,Electrolux Built in Fridge Freezer,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,455.28,799.99,455.28,524.17,68.89,13.14,MATCH
165,624,IRE5100,Nov,INT FRIDGES,IRE5100,Liebherr Integrated Fridge,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,449.65,1146.99,449.65,765.83,316.18,41.29,MATCH
166,621,IRBBI5150,Nov,INT FRIDGES,IRBBI5150,Liebherr Integrated Prime BioFresh,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1128.8,1825.49,1128.8,1375.0,246.2,17.91,MATCH
167,585,HLAWD53N0BNEFF,Nov,INT MICROWAVES,HLAWD53N0BNeff,Integrated Microwave Blk S/St,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,170.72,456.49,170.72,349.17,178.45,51.11,MATCH
168,1288,VM131SS,Nov,INT MICROWAVES,VM131SS,CDA St/St Integrated Microwave,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,121.55,228.99,121.55,190.83,69.28,36.3,MATCH
169,720,KMK768080B,Nov,INT MICROWAVES,KMK768080B,AEG Gloss Black Combi Microwave,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,685.95,1054.49,685.95,457.5,-228.45,-49.93,MATCH
170,1370,WIW28502GBBOSCH,Nov,INT WASHING MACHINES,WIW28502GBBosch,Serie 8 Integrated 8kg,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,584.21,876.49,584.21,624.17,39.96,6.4,MATCH
171,304,BIWMIL91485,Nov,INT WASHING MACHINES,BIWMIL91485,Indesit 9kg 1400 Spin Integrated,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,287.94,424.99,287.94,312.5,24.56,7.86,MATCH
172,1005,REV-ISTREA,Nov,INTERNET RADIOS,REV-ISTREA,Roberts Revival iStream 3L Black,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,133.0,212.49,266.0,331.66,65.66,19.8,MATCH
173,62,23990,Nov,IRONS,23990,Russell Hobbs 2600W Iron,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,15.55,33.99,15.55,22.49,6.94,30.86,MATCH
174,97,28040,Nov,IRONS,28040,Russell Hobbs Steam Genie Hand,PRODUCT,5,1,POSITIVE_SALES_ACTIVITY,33.69,55.49,33.69,33.33,-0.36,-1.08,MATCH
175,1105,SI3055BK,Nov,IRONS,SI3055BK,Braun 2400W Iron,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,31.09,50.99,31.09,22.49,-8.6,-38.24,MATCH
176,106,333030,Nov,IRONS,333030,Morphy Richards 6 Bar Steam Iron,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,74.47,118.99,74.47,89.17,14.7,16.49,MATCH
177,1303,WA850RE,Nov,IT ACCESSORIES,WA850RE,300Mbps Wall-plug Wireless N,PRODUCT,5,1,POSITIVE_SALES_ACTIVITY,9.27,20.49,9.27,11.66,2.39,20.5,MATCH
178,1222,TL-SG1005DV5-PORT,Nov,IT ACCESSORIES,TL-SG1005DV5-port,"Desktop Gigabit Switch, 5",PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,8.75,18.99,8.75,10.83,2.08,19.21,MATCH
179,491,FD16GATT4-EPNY,Nov,IT ACCESSORIES,FD16GATT4-EPNY,USB Sliding design - Black read,PRODUCT,2,3,POSITIVE_SALES_ACTIVITY,2.92,7.99,8.76,28.75,19.99,69.53,MATCH
180,492,FD32GATT4-EPNY,Nov,IT ACCESSORIES,FD32GATT4-EPNY,USB Sliding design - Black read,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,3.09,11.49,3.09,9.17,6.08,66.3,MATCH
181,260,ARCHERC50VAC1200,Nov,IT ACCESSORIES,ARCHERC50VAC1200,Wireless Dual Band Gigabit,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,21.96,39.99,21.96,13.33,-8.63,-64.74,MATCH
182,886,P-SDU32GU18PNY,Nov,IT ACCESSORIES,P-SDU32GU18PNY,Elite microSDHC card 32G,PRODUCT,3,2,POSITIVE_SALES_ACTIVITY,3.33,5.99,6.66,9.98,3.32,33.27,MATCH
183,885,P-SDU128V11PNY,Nov,IT ACCESSORIES,P-SDU128V11PNY,Elite Micro Class 10 SD,PRODUCT,4,2,POSITIVE_SALES_ACTIVITY,8.76,14.49,17.52,24.16,6.64,27.48,MATCH
184,1281,V11T69C23,Nov,IT ACCESSORIES,V11T69C23,Samsung (E71025397)Tab A9,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,13.05,28.49,13.05,23.74,10.69,45.03,MATCH
185,1178,TAPOA200,Nov,IT ACCESSORIES,TAPOA200,Tapo Solar Panel,PRODUCT,-1,1,POSITIVE_SALES_ACTIVITY,28.46,49.95,28.46,32.5,4.04,12.43,MATCH
186,550,GVMA105WE,Nov,IT ACCESSORIES,GVMA105WE,Groove Dual USB-A & USB-C Mains,PRODUCT,2,2,POSITIVE_SALES_ACTIVITY,8.99,14.99,17.98,24.99,7.01,28.05,MATCH
187,552,GVMA109WE,Nov,IT ACCESSORIES,GVMA109WE,Groove 3-Port USB Mains GaN,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,18.01,0.49,18.01,24.99,6.98,27.93,MATCH
188,553,GVPC14BK,Nov,IT ACCESSORIES,GVPC14BK,Groove Wireless Keyboard & Mouse,PRODUCT,1,2,POSITIVE_SALES_ACTIVITY,13.61,25.99,27.22,24.15,-3.07,-12.71,MATCH
189,82,26051,Nov,KETTLES,26051,Russell Hobbs Black Honeycomb,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,15.55,29.99,15.55,24.99,9.44,37.78,MATCH
190,674,KBIN3001.BK,Nov,KETTLES,KBIN3001.BK,Delonghi Black Distinta Kettle,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,57.01,127.49,57.01,70.83,13.82,19.51,MATCH
191,49,21271,Nov,KETTLES,21271,Russell Hobbs Black Textures Jug,PRODUCT,5,1,POSITIVE_SALES_ACTIVITY,15.55,25.49,15.55,16.66,1.11,6.66,MATCH
192,40,20415,Nov,KETTLES,20415,RUSSELL HOBBS KETTLE CREAM,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,23.32,38.49,23.32,23.33,0.01,0.04,MATCH
193,675,KBX3016BG,Nov,KETTLES,KBX3016BG,DeLonghi Cream Argento Flora Kettle,PRODUCT,0,2,POSITIVE_SALES_ACTIVITY,25.91,42.49,51.82,66.66,14.84,22.26,MATCH
194,676,KBX3016PK,Nov,KETTLES,KBX3016PK,DeLonghi Pink Argento Flora Kettle,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,28.5,42.49,28.5,34.17,5.67,16.59,MATCH
195,64,24360,Nov,KETTLES,24360,Inspire White Kettle,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,29.37,44.99,29.37,25.0,-4.37,-17.48,MATCH
196,76,25111,Nov,KETTLES,25111,Eclipse Kettle - Midnight Blue,PRODUCT,5,3,POSITIVE_SALES_ACTIVITY,36.28,59.49,108.84,110.41,1.57,1.42,MATCH
197,65,24363,Nov,KETTLES,24363,Russell Hobbs Grey Inspire Kettle,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,25.91,42.49,25.91,29.16,3.25,11.15,MATCH
198,83,26080,Nov,KETTLES,26080,RH CLASSIC GLASS KETTLE,PRODUCT,2,2,POSITIVE_SALES_ACTIVITY,23.32,34.95,46.64,45.84,-0.8,-1.75,MATCH
199,1117,SKE735BTR4,Nov,KETTLES,SKE735BTR4,Sage Black Truffle Kettle,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,67.37,109.99,67.37,79.17,11.8,14.9,MATCH
200,1433,ZJP09.000BK,Nov,KETTLES,ZJP09.000BK,Kenwood Black Dawn Kettle,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,22.03,42.99,22.03,26.24,4.21,16.04,MATCH
201,86,26750,Nov,KETTLES,26750,Russell Hobbs Bronte Kettle Black,PRODUCT,2,2,POSITIVE_SALES_ACTIVITY,37.49,59.99,74.98,65.83,-9.15,-13.9,MATCH
202,235,980596,Nov,KETTLES,980596,Morphy Richards Colour Boutique,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,29.13,49.99,29.13,41.66,12.53,30.08,MATCH
203,1071,SE1504FA-NJ,Nov,LAPTOPS,SE1504FA-NJ,"Asus 15.6"" R3 8GB/128GB",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,254.99,381.99,254.99,307.5,52.51,17.08,MATCH
204,421,E510KA-EJ61,Nov,LAPTOPS,E510KA-EJ61,"Asus 15.6"" Pentium 4GB/128 SSD",PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,180.39,269.99,180.39,190.83,10.44,5.47,MATCH
205,1163,SX1504VA-NJ,Nov,LAPTOPS,SX1504VA-NJ,ASUS 15.6” FHD Intel C-i5 16GB,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,372.66,558.49,372.66,432.5,59.84,13.84,MATCH
206,227,980539,Nov,MICROWAVE OVENS,980539,Dimplex Black 23L 900 Watts,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,82.9,127.49,82.9,124.17,41.27,33.24,MATCH
207,224,980535,Nov,MICROWAVE OVENS,980535,DIMPLEX 20 LITRE 800 WATT,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,71.84,118.49,71.84,82.5,10.66,12.92,MATCH
208,222,980532,Nov,MICROWAVE OVENS,980532,DIMPLEX 20 LITRE 800 WATT,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,55.26,84.99,55.26,63.74,8.48,13.3,MATCH
209,226,980538,Nov,MICROWAVE OVENS,980538,DIMPLEX 23 LITRE 900 WATT,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,82.9,161.49,82.9,124.17,41.27,33.24,MATCH
210,902,P22720CPMB,Nov,MICROWAVE OVENS,P22720CPMB,Powerpoint 20L Black 700W F/S,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,42.5,62.99,42.5,49.99,7.49,14.98,MATCH
211,773,MC28A5135C,Nov,MICROWAVE OVENS,MC28A5135C,Samsung Combi Microwave,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,155.12,245.99,155.12,140.83,-14.29,-10.15,MATCH
212,907,P22720MRCR,Nov,MICROWAVE OVENS,P22720MRCR,PowerPoint Cream Retro Style,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,54.4,79.99,54.4,66.63,12.23,18.36,MATCH
213,798,MS23K3515AKSAMSUNG,Nov,MICROWAVE OVENS,MS23K3515AKSamsung,Black 23L Microwave,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,68.06,107.49,68.06,82.5,14.44,17.5,MATCH
214,799,MS23K3523ASSAMSUNG,Nov,MICROWAVE OVENS,MS23K3523ASSamsung,Silver 23L Microwave,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,68.06,107.49,68.06,78.33,10.27,13.11,MATCH
215,796,MS23K3515A,Nov,MICROWAVE OVENS,MS23K3515A,Samsung White 23L Microwave,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,68.06,107.49,68.06,74.25,6.19,8.34,MATCH
216,1422,XP3200,Nov,PRINTERS,XP3200,Epson Expression Home XP-3200,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,44.23,67.99,44.23,57.5,13.27,23.08,MATCH
217,1420,XP-2205,Nov,PRINTERS,XP-2205,Epson C11CK67402 Printer,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,33.17,50.99,33.17,40.83,7.66,18.76,MATCH
218,997,R260BK,Nov,RADIOS,R260BK,ROBERTS BLACK 1950'S REPLICA,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,74.47,118.99,74.47,82.5,8.03,9.73,MATCH
219,883,ORTUSFMBK,Nov,RADIOS,ORTUSFMBK,"FM Radio, Dual alarm Radio/Buzzer",PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,18.6,34.95,18.6,24.99,6.39,25.57,MATCH
220,330,C92IPX2,Nov,RANGE COOKERS,C92IPX2,Smeg Classica St/St 90cm Induction,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1349.06,2074.49,1349.06,1274.17,-74.89,-5.88,MATCH
221,502,FH90EIANT,Nov,RANGE COOKERS,FH90EIANT,Belling Anthracite 90cm Farmhouse,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,1102.9,1739.49,1128.85,1165.83,36.98,3.17,SOURCE_ADJUSTMENT
222,1377,WM2621,Nov,REMOTE CONTROLS,WM2621,OFA WALL MOUNT TILT FOR,PRODUCT,2,-1,NEGATIVE_SALES_ACTIVITY,11.05,29.99,-11.05,-24.99,-13.94,55.78,MATCH
223,1275,URC4910,Nov,REMOTE CONTROLS,URC4910,One for All Remote Control for,PRODUCT,3,2,POSITIVE_SALES_ACTIVITY,10.63,21.49,21.26,34.57,13.31,38.5,MATCH
224,1276,URC4911,Nov,REMOTE CONTROLS,URC4911,LG TV Replacement Remote Control,PRODUCT,4,1,POSITIVE_SALES_ACTIVITY,10.63,21.49,10.63,18.33,7.7,42.01,MATCH
225,1167,T2351V11,Nov,ROBOT CLEANING,T2351V11,Eufy Robot Vaccum X10 Pro Omni,PRODUCT,6,9,POSITIVE_SALES_ACTIVITY,399.02,704.99,3591.18,3926.64,335.46,8.54,MATCH
226,69,24550,Nov,SANDWICH TOASTERS,24550,Russell Hobbs 4 Portion Sandwich,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,25.91,42.49,25.91,29.16,3.25,11.15,MATCH
227,115,3950615,Nov,SAUCE PAN SETS,3950615,Berghoff 7 Pc Leo Glints Cookware,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,58.4,143.99,58.4,129.16,70.76,54.78,MATCH
228,188,64-4K11SZ-0ERING,Nov,SECURITY,64-4K11SZ-0ERing,Alarm 5 Piece Kit (2nd Gen) -,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,142.04,211.99,142.04,176.66,34.62,19.6,MATCH
229,1199,TAPOT100,Nov,SECURITY,TAPOT100,Tapo Smart Motion Sensor,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,10.08,17.49,10.08,12.49,2.41,19.3,MATCH
230,1190,TAPOD210,Nov,SECURITY,TAPOD210,Smart Video Doorbell Camera,PRODUCT,-1,2,POSITIVE_SALES_ACTIVITY,50.6,0.49,101.2,83.32,-17.88,-21.46,MATCH
231,267,B0CG2VRZW,Nov,SECURITY,B0CG2VRZW,Pan-Tilt Indoor Cam - White - UK,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,43.15,69.99,43.15,58.33,15.18,26.02,MATCH
232,266,B0BZWQP9Z1BATTERY,Nov,SECURITY,B0BZWQP9Z1Battery,Video Doorbell - SN - EU,PRODUCT,-2,2,POSITIVE_SALES_ACTIVITY,62.38,99.99,124.76,165.83,41.07,24.77,MATCH
233,1175,T81703W1,Nov,SECURITY,T81703W1,Eufy SoloCam S340 2K Dual Lens,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,96.26,169.49,96.26,90.83,-5.43,-5.98,MATCH
234,286,B6ACH7HH0B*NEFF,Nov,SINGLE OVENS,B6ACH7HH0B*Neff,St/St Single Oven Home,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,566.85,912.99,566.85,583.33,16.48,2.83,MATCH
235,322,C1AMG84N0B*NEFF,Nov,SINGLE OVENS,C1AMG84N0B*Neff,Compact Oven with M/W St/St,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,460.13,715.99,460.13,433.33,-26.8,-6.18,MATCH
236,269,B2ACH7HH0BNEFF,Nov,SINGLE OVENS,B2ACH7HH0BNEFF,SINGLE PYROLYTIC OVENS,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,460.13,725.49,460.13,416.67,-43.46,-10.43,MATCH
237,278,B64CT73G0B,Nov,SINGLE OVENS,B64CT73G0B,Neff Graphite Single Oven,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,907.43,1361.99,907.43,1041.67,134.24,12.89,MATCH
238,280,B64FT53G0B,Nov,SINGLE OVENS,B64FT53G0B,Neff Graphite Single Oven with,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,1078.53,1618.49,1078.53,1312.5,233.97,17.83,MATCH
239,271,B54CR31G0B,Nov,SINGLE OVENS,B54CR31G0B,Neff N70 Graphite Single Oven,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,597.9,897.99,597.9,707.5,109.6,15.49,MATCH
240,459,EOM6P46K,Nov,SINGLE OVENS,EOM6P46K,Electrolux Black AirFry Pyrolituc,PRODUCT,4,2,POSITIVE_SALES_ACTIVITY,341.46,599.99,682.92,823.33,140.41,17.05,MATCH
241,595,HQA574BB3B,Nov,SINGLE OVENS,HQA574BB3B,Bosch Black Single Oven,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,410.52,719.0,410.52,374.17,-36.35,-9.71,MATCH
242,416,DX606FSTA,Nov,SINGLE OVENS,DX606FSTA,Dimplex St/St Single Oven,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,172.33,264.95,172.33,179.17,6.84,3.82,MATCH
243,724,KOFGH40TK,Nov,SINGLE OVENS,KOFGH40TK,Electrolux Black Single Oven,PRODUCT,3,1,POSITIVE_SALES_ACTIVITY,227.64,399.99,227.64,279.17,51.53,18.46,MATCH
244,913,P24EMDSS,Nov,SINGLE OVENS,P24EMDSS,Powerpoint St/St Single Fan Oven,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,125.8,184.99,125.8,157.5,31.7,20.13,MATCH
245,270,B3ACE4AG3BNEFF,Nov,SINGLE OVENS,B3ACE4AG3BNeff,N50 Graphite Single Oven,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,512.46,771.49,512.46,525.0,12.54,2.39,MATCH
246,324,C1AMG84N1BNEFF,Nov,SINGLE OVENS,C1AMG84N1BNeff,N50 St/St Integrated Combi,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,465.82,704.99,465.82,541.67,75.85,14.0,MATCH
247,1096,SFP6301TVN,Nov,SINGLE OVENS,SFP6301TVN,Smeg Black Single Oven,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,519.67,799.0,565.29,624.17,58.88,9.43,SOURCE_ADJUSTMENT
248,139,460017,Nov,SLOW COOKERS,460017,MR Slow Cooker Ceramic 3.5 L,PRODUCT,0,1,POSITIVE_SALES_ACTIVITY,17.53,21.49,17.53,26.67,9.14,34.27,MATCH
249,1280,USG10TY.DG,Nov,SPEAKERS,USG10TY.DG,LG 3.1 Wireless Soundbar,PRODUCT,1,2,POSITIVE_SALES_ACTIVITY,410.33,636.99,820.66,1165.0,344.34,29.56,MATCH
250,1278,US40T.DGBRLLG,Nov,SPEAKERS,US40T.DGBRLLG,2.1Ch Bluetooth Soundbar with,PRODUCT,2,1,POSITIVE_SALES_ACTIVITY,168.33,296.99,168.33,125.0,-43.33,-34.66,MATCH
251,259,ARCG2UK1BLSONOS,Nov,SPEAKERS,ARCG2UK1BLSonos,ARC 2 Black,PRODUCT,1,1,POSITIVE_SALES_ACTIVITY,667.63,821.49,667.63,749.17,81.54,10.88,MATCH
